session_id,graph_id,time_stamp,src,dst,src_feat,dst_feat,edge_attr,label
28,1,1,2,0,broom,person,in_front_of,18
28,1,1,0,2,person,broom,holding,18
28,1,1,0,3,person,floor,standing_on,18
28,1,1,3,0,floor,person,beneath,18
28,2,2,0,1,person,shoe,not_looking_at,18
28,2,2,1,0,shoe,person,in_front_of,18
28,2,2,0,1,person,shoe,not_contacting,18
28,2,2,0,2,person,broom,looking_at,18
28,2,2,2,0,broom,person,in_front_of,18
28,2,2,0,2,person,broom,touching,18
28,2,2,0,3,person,floor,standing_on,18
28,2,2,3,0,floor,person,beneath,18
28,3,3,0,1,person,shoe,not_looking_at,18
28,3,3,1,0,shoe,person,on_the_side_of,18
28,3,3,0,1,person,shoe,not_contacting,18
28,3,3,0,2,person,broom,not_looking_at,18
28,3,3,2,0,broom,person,in_front_of,18
28,3,3,0,2,person,broom,holding,18
28,3,3,0,3,person,floor,standing_on,18
28,3,3,3,0,floor,person,beneath,18
29,0,0,0,1,person,book,none,17
29,0,0,1,0,book,person,none,17
29,0,0,0,2,person,table,none,17
29,0,0,2,0,table,person,none,17
29,1,1,0,1,person,book,not_looking_at,17
29,1,1,1,0,book,person,in_front_of,17
29,1,1,0,1,person,book,not_contacting,17
29,1,1,0,2,person,table,none,17
29,1,1,2,0,table,person,none,17
29,2,2,0,1,person,book,looking_at,7
29,2,2,1,0,book,person,in_front_of,7
29,2,2,0,1,person,book,not_contacting,7
29,2,2,0,2,person,table,not_looking_at,7
29,2,2,2,0,table,person,in_front_of,7
29,2,2,0,2,person,table,not_contacting,7
29,3,3,0,1,person,book,looking_at,7
29,3,3,1,0,book,person,in_front_of,7
29,3,3,0,1,person,book,touching,7
29,3,3,0,2,person,table,not_looking_at,7
29,3,3,2,0,table,person,in_front_of,7
29,3,3,0,2,person,table,not_contacting,7
29,4,4,0,1,person,book,looking_at,7
29,4,4,1,0,book,person,in_front_of,7
29,4,4,0,1,person,book,holding,7
29,4,4,0,2,person,table,not_looking_at,7
29,4,4,2,0,table,person,in_front_of,7
29,4,4,0,2,person,table,touching,7
29,5,5,0,1,person,book,looking_at,7
29,5,5,1,0,book,person,in_front_of,7
29,5,5,0,1,person,book,holding,7
29,5,5,0,2,person,table,not_looking_at,7
29,5,5,2,0,table,person,in_front_of,7
29,5,5,0,2,person,table,touching,7
30,0,0,0,1,person,light,looking_at,17
30,0,0,1,0,light,person,in_front_of,17
30,0,0,0,1,person,light,not_contacting,17
30,1,1,0,1,person,light,looking_at,7
30,1,1,1,0,light,person,in_front_of,7
30,1,1,0,1,person,light,not_contacting,7
30,1,1,0,2,person,chair,not_looking_at,7
30,1,1,2,0,chair,person,on_the_side_of,7
30,1,1,0,2,person,chair,touching,7
30,2,2,0,1,person,light,not_looking_at,7
30,2,2,1,0,light,person,in_front_of,7
30,2,2,0,1,person,light,not_contacting,7
30,2,2,0,2,person,chair,not_looking_at,7
30,2,2,2,0,chair,person,on_the_side_of,7
30,2,2,0,2,person,chair,touching,7
30,2,2,0,3,person,table,not_contacting,7
30,2,2,3,0,table,person,in_front_of,7
30,3,3,0,1,person,light,not_looking_at,7
30,3,3,1,0,light,person,in_front_of,7
30,3,3,0,1,person,light,not_contacting,7
30,3,3,0,2,person,chair,not_looking_at,7
30,3,3,2,0,chair,person,on_the_side_of,7
30,3,3,0,2,person,chair,touching,7
30,3,3,0,3,person,table,not_contacting,7
30,3,3,3,0,table,person,in_front_of,7
30,3,3,0,4,person,book,looking_at,7
30,3,3,4,0,book,person,in_front_of,7
30,3,3,0,4,person,book,not_contacting,7
30,4,4,0,1,person,light,not_looking_at,7
30,4,4,1,0,light,person,in_front_of,7
30,4,4,0,1,person,light,not_contacting,7
30,4,4,0,2,person,chair,not_looking_at,7
30,4,4,2,0,chair,person,on_the_side_of,7
30,4,4,0,2,person,chair,touching,7
30,4,4,0,3,person,table,not_contacting,7
30,4,4,3,0,table,person,in_front_of,7
30,4,4,0,4,person,book,looking_at,7
30,4,4,4,0,book,person,in_front_of,7
30,4,4,0,4,person,book,touching,7
30,5,5,0,1,person,light,not_looking_at,7
30,5,5,1,0,light,person,in_front_of,7
30,5,5,0,1,person,light,not_contacting,7
30,5,5,0,2,person,chair,not_looking_at,7
30,5,5,2,0,chair,person,on_the_side_of,7
30,5,5,0,2,person,chair,sitting_on,7
30,5,5,0,3,person,table,not_contacting,7
30,5,5,0,3,person,table,touching,7
30,5,5,3,0,table,person,in_front_of,7
30,5,5,0,4,person,book,looking_at,7
30,5,5,4,0,book,person,in_front_of,7
30,5,5,0,4,person,book,holding,7
30,6,6,0,1,person,light,not_looking_at,7
30,6,6,1,0,light,person,in_front_of,7
30,6,6,0,1,person,light,not_contacting,7
30,6,6,0,2,person,chair,not_looking_at,7
30,6,6,2,0,chair,person,on_the_side_of,7
30,6,6,0,2,person,chair,sitting_on,7
30,6,6,0,3,person,table,not_contacting,7
30,6,6,0,3,person,table,touching,7
30,6,6,3,0,table,person,in_front_of,7
30,6,6,0,4,person,book,looking_at,7
30,6,6,4,0,book,person,in_front_of,7
30,6,6,0,4,person,book,holding,7
31,0,0,0,1,person,book,none,17
31,0,0,1,0,book,person,none,17
31,0,0,0,2,person,doorway,not_looking_at,17
31,0,0,2,0,doorway,person,in,17
31,0,0,0,2,person,doorway,not_contacting,17
31,1,1,0,1,person,book,not_looking_at,7
31,1,1,1,0,book,person,in_front_of,7
31,1,1,0,1,person,book,holding,7
31,1,1,0,2,person,sofa,none,7
31,1,1,0,3,person,doorway,not_looking_at,7
31,1,1,3,0,doorway,person,in,7
31,1,1,0,3,person,doorway,not_contacting,7
31,2,2,0,1,person,book,not_looking_at,7
31,2,2,1,0,book,person,in_front_of,7
31,2,2,0,1,person,book,holding,7
31,2,2,0,2,person,sofa,looking_at,7
31,2,2,2,0,sofa,person,beneath,7
31,2,2,0,2,person,sofa,touching,7
31,2,2,0,3,person,doorway,not_looking_at,7
31,2,2,3,0,doorway,person,in,7
31,2,2,0,3,person,doorway,not_contacting,7
31,3,3,0,1,person,book,looking_at,7
31,3,3,1,0,book,person,in_front_of,7
31,3,3,0,1,person,book,holding,7
31,3,3,0,2,person,sofa,not_looking_at,7
31,3,3,2,0,sofa,person,beneath,7
31,3,3,0,2,person,sofa,touching,7
31,3,3,0,3,person,doorway,not_looking_at,7
31,3,3,3,0,doorway,person,in,7
31,3,3,0,3,person,doorway,not_contacting,7
32,0,0,0,1,person,cup,looking_at,17
32,0,0,1,0,cup,person,in_front_of,17
32,0,0,0,1,person,cup,holding,17
32,1,1,0,1,person,cup,not_looking_at,14
32,1,1,1,0,cup,person,in_front_of,14
32,1,1,0,1,person,cup,not_contacting,14
32,1,1,0,2,person,pillow,not_looking_at,14
32,1,1,2,0,pillow,person,on_the_side_of,14
32,1,1,0,2,person,pillow,not_contacting,14
32,1,1,0,3,person,sofa,not_looking_at,14
32,1,1,3,0,sofa,person,behind,14
32,1,1,0,3,person,sofa,sitting_on,14
32,2,2,0,1,person,cup,not_looking_at,14
32,2,2,1,0,cup,person,in_front_of,14
32,2,2,0,1,person,cup,not_contacting,14
32,2,2,0,2,person,pillow,looking_at,14
32,2,2,2,0,pillow,person,on_the_side_of,14
32,2,2,0,2,person,pillow,not_contacting,14
32,2,2,0,3,person,sofa,not_looking_at,14
32,2,2,3,0,sofa,person,behind,14
32,2,2,0,3,person,sofa,sitting_on,14
32,3,3,0,1,person,cup,not_looking_at,14
32,3,3,1,0,cup,person,in_front_of,14
32,3,3,0,1,person,cup,not_contacting,14
32,3,3,0,2,person,pillow,looking_at,14
32,3,3,2,0,pillow,person,on_the_side_of,14
32,3,3,0,2,person,pillow,touching,14
32,3,3,0,3,person,sofa,not_looking_at,14
32,3,3,3,0,sofa,person,behind,14
32,3,3,0,3,person,sofa,sitting_on,14
32,4,4,0,1,person,cup,not_looking_at,14
32,4,4,1,0,cup,person,in_front_of,14
32,4,4,0,1,person,cup,not_contacting,14
32,4,4,0,2,person,pillow,looking_at,14
32,4,4,2,0,pillow,person,on_the_side_of,14
32,4,4,0,2,person,pillow,holding,14
32,4,4,0,3,person,sofa,not_looking_at,14
32,4,4,3,0,sofa,person,behind,14
32,4,4,0,3,person,sofa,sitting_on,14
33,0,0,0,1,person,food,looking_at,17
33,0,0,1,0,food,person,in_front_of,17
33,0,0,0,1,person,food,holding,17
33,1,1,0,1,person,food,not_looking_at,17
33,1,1,1,0,food,person,in_front_of,17
33,1,1,0,1,person,food,not_contacting,17
33,1,1,0,2,person,refrigerator,looking_at,17
33,1,1,2,0,refrigerator,person,in_front_of,17
33,1,1,0,2,person,refrigerator,touching,17
33,2,2,0,1,person,food,not_looking_at,2
33,2,2,1,0,food,person,in_front_of,2
33,2,2,0,1,person,food,not_contacting,2
33,2,2,0,2,person,refrigerator,looking_at,2
33,2,2,2,0,refrigerator,person,in_front_of,2
33,2,2,0,2,person,refrigerator,touching,2
33,2,2,0,3,person,dish,not_looking_at,2
33,2,2,3,0,dish,person,in_front_of,2
33,2,2,0,3,person,dish,holding,2
33,2,2,0,4,person,doorway,not_looking_at,2
33,2,2,4,0,doorway,person,in,2
33,2,2,0,4,person,doorway,not_contacting,2
33,3,3,0,1,person,food,not_looking_at,2
33,3,3,1,0,food,person,in_front_of,2
33,3,3,0,1,person,food,not_contacting,2
33,3,3,0,2,person,refrigerator,looking_at,2
33,3,3,2,0,refrigerator,person,in_front_of,2
33,3,3,0,2,person,refrigerator,touching,2
33,3,3,0,3,person,dish,not_looking_at,2
33,3,3,3,0,dish,person,in_front_of,2
33,3,3,0,3,person,dish,holding,2
33,4,4,0,1,person,food,not_looking_at,2
33,4,4,1,0,food,person,in_front_of,2
33,4,4,0,1,person,food,not_contacting,2
33,4,4,0,2,person,refrigerator,looking_at,2
33,4,4,2,0,refrigerator,person,in_front_of,2
33,4,4,0,2,person,refrigerator,touching,2
33,4,4,0,3,person,dish,not_looking_at,2
33,4,4,3,0,dish,person,in_front_of,2
33,4,4,0,3,person,dish,holding,2
33,4,4,0,4,person,cup,not_looking_at,2
33,4,4,4,0,cup,person,in_front_of,2
33,4,4,0,4,person,cup,holding,2
33,5,5,0,1,person,food,not_looking_at,2
33,5,5,1,0,food,person,in_front_of,2
33,5,5,0,1,person,food,not_contacting,2
33,5,5,0,2,person,refrigerator,looking_at,2
33,5,5,2,0,refrigerator,person,in_front_of,2
33,5,5,0,2,person,refrigerator,not_contacting,2
33,5,5,0,3,person,dish,not_looking_at,2
33,5,5,3,0,dish,person,in_front_of,2
33,5,5,0,3,person,dish,holding,2
33,5,5,0,4,person,cup,looking_at,2
33,5,5,4,0,cup,person,in_front_of,2
33,5,5,0,4,person,cup,holding,2
34,0,0,0,1,person,sofa,not_looking_at,19
34,0,0,1,0,sofa,person,beneath,19
34,0,0,0,1,person,sofa,sitting_on,19
34,0,0,0,2,person,food,looking_at,19
34,0,0,2,0,food,person,in_front_of,19
34,0,0,0,2,person,food,holding,19
34,0,0,0,3,person,television,not_looking_at,19
34,0,0,3,0,television,person,in_front_of,19
34,0,0,0,3,person,television,not_contacting,19
34,1,1,0,1,person,sofa,not_looking_at,19
34,1,1,1,0,sofa,person,beneath,19
34,1,1,0,1,person,sofa,sitting_on,19
34,1,1,0,2,person,food,not_looking_at,19
34,1,1,2,0,food,person,in_front_of,19
34,1,1,0,2,person,food,holding,19
34,1,1,0,3,person,television,looking_at,19
34,1,1,3,0,television,person,in_front_of,19
34,1,1,0,3,person,television,not_contacting,19
34,2,2,0,1,person,sofa,not_looking_at,19
34,2,2,1,0,sofa,person,beneath,19
34,2,2,0,1,person,sofa,not_contacting,19
34,2,2,0,2,person,food,not_looking_at,19
34,2,2,2,0,food,person,in_front_of,19
34,2,2,0,2,person,food,holding,19
34,2,2,0,3,person,television,looking_at,19
34,2,2,3,0,television,person,in_front_of,19
34,2,2,0,3,person,television,not_contacting,19
34,3,3,0,1,person,sofa,not_looking_at,19
34,3,3,1,0,sofa,person,beneath,19
34,3,3,0,1,person,sofa,sitting_on,19
34,3,3,0,2,person,food,not_looking_at,19
34,3,3,2,0,food,person,in_front_of,19
34,3,3,0,2,person,food,holding,19
34,3,3,0,3,person,television,looking_at,19
34,3,3,3,0,television,person,in_front_of,19
34,3,3,0,3,person,television,not_contacting,19
35,0,0,0,1,person,doorway,not_looking_at,17
35,0,0,1,0,doorway,person,in,17
35,0,0,0,1,person,doorway,not_contacting,17
35,0,0,0,2,person,chair,looking_at,17
35,0,0,2,0,chair,person,in_front_of,17
35,0,0,0,2,person,chair,not_contacting,17
35,1,1,0,1,person,television,not_looking_at,19
35,1,1,1,0,television,person,in_front_of,19
35,1,1,0,1,person,television,not_contacting,19
35,1,1,0,2,person,chair,looking_at,19
35,1,1,2,0,chair,person,in_front_of,19
35,1,1,0,2,person,chair,not_contacting,19
35,2,2,0,1,person,television,not_looking_at,19
35,2,2,1,0,television,person,in_front_of,19
35,2,2,0,1,person,television,not_contacting,19
35,2,2,0,2,person,chair,looking_at,19
35,2,2,2,0,chair,person,in_front_of,19
35,2,2,0,2,person,chair,not_contacting,19
35,3,3,0,1,person,television,looking_at,19
35,3,3,1,0,television,person,on_the_side_of,19
35,3,3,0,1,person,television,not_contacting,19
35,3,3,0,2,person,chair,not_looking_at,19
35,3,3,2,0,chair,person,in_front_of,19
35,3,3,0,2,person,chair,not_contacting,19
36,0,0,0,1,person,book,not_looking_at,17
36,0,0,1,0,book,person,in_front_of,17
36,0,0,0,1,person,book,holding,17
36,0,0,0,2,person,door,not_looking_at,17
36,0,0,2,0,door,person,in_front_of,17
36,0,0,0,2,person,door,not_contacting,17
36,0,0,0,3,person,doorway,not_looking_at,17
36,0,0,3,0,doorway,person,on_the_side_of,17
36,0,0,0,3,person,doorway,not_contacting,17
36,1,1,0,1,person,book,not_looking_at,18
36,1,1,1,0,book,person,in_front_of,18
36,1,1,0,1,person,book,holding,18
36,1,1,0,2,person,door,not_looking_at,18
36,1,1,2,0,door,person,in_front_of,18
36,1,1,0,2,person,door,not_contacting,18
36,1,1,0,3,person,doorway,not_looking_at,18
36,1,1,3,0,doorway,person,on_the_side_of,18
36,1,1,0,3,person,doorway,not_contacting,18
36,1,1,0,4,person,broom,not_looking_at,18
36,1,1,4,0,broom,person,in_front_of,18
36,1,1,0,4,person,broom,not_contacting,18
36,2,2,0,1,person,book,not_looking_at,18
36,2,2,1,0,book,person,in_front_of,18
36,2,2,0,1,person,book,not_contacting,18
36,2,2,0,2,person,door,not_looking_at,18
36,2,2,2,0,door,person,in_front_of,18
36,2,2,0,2,person,door,not_contacting,18
36,2,2,0,3,person,doorway,not_looking_at,18
36,2,2,3,0,doorway,person,on_the_side_of,18
36,2,2,0,3,person,doorway,not_contacting,18
36,2,2,0,4,person,broom,looking_at,18
36,2,2,4,0,broom,person,in_front_of,18
36,2,2,0,4,person,broom,not_contacting,18
36,3,3,0,1,person,book,not_looking_at,18
36,3,3,1,0,book,person,in_front_of,18
36,3,3,0,1,person,book,not_contacting,18
36,3,3,0,2,person,door,not_looking_at,18
36,3,3,2,0,door,person,in_front_of,18
36,3,3,0,2,person,door,not_contacting,18
36,3,3,0,3,person,doorway,not_looking_at,18
36,3,3,3,0,doorway,person,on_the_side_of,18
36,3,3,0,3,person,doorway,not_contacting,18
36,3,3,0,4,person,broom,looking_at,18
36,3,3,4,0,broom,person,in_front_of,18
36,3,3,0,4,person,broom,touching,18
36,4,4,0,1,person,book,not_looking_at,18
36,4,4,1,0,book,person,in_front_of,18
36,4,4,0,1,person,book,not_contacting,18
36,4,4,0,2,person,door,not_looking_at,18
36,4,4,2,0,door,person,in_front_of,18
36,4,4,0,2,person,door,not_contacting,18
36,4,4,0,3,person,doorway,not_looking_at,18
36,4,4,3,0,doorway,person,on_the_side_of,18
36,4,4,0,3,person,doorway,not_contacting,18
36,4,4,0,4,person,broom,looking_at,18
36,4,4,4,0,broom,person,in_front_of,18
36,4,4,0,4,person,broom,holding,18
37,0,0,0,1,person,food,looking_at,19
37,0,0,1,0,food,person,in_front_of,19
37,0,0,0,1,person,food,holding,19
37,0,0,0,2,person,refrigerator,not_looking_at,19
37,0,0,2,0,refrigerator,person,in_front_of,19
37,0,0,0,2,person,refrigerator,not_contacting,19
37,0,0,0,3,person,television,not_looking_at,19
37,0,0,3,0,television,person,on_the_side_of,19
37,0,0,0,3,person,television,not_contacting,19
37,1,1,0,1,person,food,not_looking_at,19
37,1,1,1,0,food,person,in_front_of,19
37,1,1,0,1,person,food,holding,19
37,1,1,0,2,person,refrigerator,looking_at,19
37,1,1,2,0,refrigerator,person,in_front_of,19
37,1,1,0,2,person,refrigerator,not_contacting,19
37,1,1,0,3,person,television,not_looking_at,19
37,1,1,3,0,television,person,on_the_side_of,19
37,1,1,0,3,person,television,not_contacting,19
37,2,2,0,1,person,food,not_looking_at,19
37,2,2,1,0,food,person,in_front_of,19
37,2,2,0,1,person,food,holding,19
37,2,2,0,2,person,refrigerator,looking_at,19
37,2,2,2,0,refrigerator,person,in_front_of,19
37,2,2,0,2,person,refrigerator,touching,19
37,2,2,0,3,person,television,not_looking_at,19
37,2,2,3,0,television,person,on_the_side_of,19
37,2,2,0,3,person,television,not_contacting,19
37,3,3,0,1,person,food,not_looking_at,19
37,3,3,1,0,food,person,in_front_of,19
37,3,3,0,1,person,food,holding,19
37,3,3,0,2,person,refrigerator,looking_at,19
37,3,3,2,0,refrigerator,person,in_front_of,19
37,3,3,0,2,person,refrigerator,not_contacting,19
37,3,3,0,3,person,television,looking_at,19
37,3,3,3,0,television,person,on_the_side_of,19
37,3,3,0,3,person,television,not_contacting,19
38,0,0,0,1,person,sofa,not_looking_at,17
38,0,0,1,0,sofa,person,beneath,17
38,0,0,0,1,person,sofa,lying_on,17
38,0,0,0,2,person,television,looking_at,17
38,0,0,2,0,television,person,in_front_of,17
38,0,0,0,2,person,television,not_contacting,17
38,1,1,0,1,person,sofa,not_looking_at,20
38,1,1,1,0,sofa,person,beneath,20
38,1,1,0,1,person,sofa,sitting_on,20
38,1,1,0,2,person,television,looking_at,20
38,1,1,2,0,television,person,in_front_of,20
38,1,1,0,2,person,television,not_contacting,20
38,1,1,0,3,person,refrigerator,not_looking_at,20
38,1,1,3,0,refrigerator,person,on_the_side_of,20
38,1,1,0,3,person,refrigerator,not_contacting,20
38,2,2,0,1,person,sofa,not_looking_at,20
38,2,2,1,0,sofa,person,on_the_side_of,20
38,2,2,0,1,person,sofa,not_contacting,20
38,2,2,0,2,person,television,not_looking_at,20
38,2,2,2,0,television,person,in_front_of,20
38,2,2,0,2,person,television,not_contacting,20
38,2,2,0,3,person,refrigerator,looking_at,20
38,2,2,3,0,refrigerator,person,on_the_side_of,20
38,2,2,0,3,person,refrigerator,touching,20
38,3,3,0,1,person,sofa,not_looking_at,20
38,3,3,1,0,sofa,person,on_the_side_of,20
38,3,3,0,1,person,sofa,not_contacting,20
38,3,3,0,2,person,cup,looking_at,20
38,3,3,2,0,cup,person,in_front_of,20
38,3,3,0,2,person,cup,holding,20
38,3,3,0,3,person,refrigerator,not_looking_at,20
38,3,3,3,0,refrigerator,person,on_the_side_of,20
38,3,3,0,3,person,refrigerator,not_contacting,20
38,4,4,0,1,person,sofa,not_looking_at,20
38,4,4,1,0,sofa,person,on_the_side_of,20
38,4,4,0,1,person,sofa,not_contacting,20
38,4,4,0,2,person,cup,looking_at,20
38,4,4,2,0,cup,person,in_front_of,20
38,4,4,0,2,person,cup,holding,20
38,4,4,0,3,person,refrigerator,not_looking_at,20
38,4,4,3,0,refrigerator,person,on_the_side_of,20
38,4,4,0,3,person,refrigerator,not_contacting,20
39,0,0,0,1,person,closet,looking_at,17
39,0,0,1,0,closet,person,in_front_of,17
39,0,0,0,1,person,closet,not_contacting,17
39,1,1,0,1,person,closet,looking_at,17
39,1,1,1,0,closet,person,in_front_of,17
39,1,1,0,1,person,closet,touching,17
39,1,1,0,2,person,shoe,not_looking_at,17
39,1,1,2,0,shoe,person,in_front_of,17
39,1,1,0,2,person,shoe,not_contacting,17
39,2,2,0,1,person,closet,not_looking_at,0
39,2,2,1,0,closet,person,in_front_of,0
39,2,2,0,1,person,closet,not_contacting,0
39,2,2,0,2,person,shoe,looking_at,0
39,2,2,2,0,shoe,person,in_front_of,0
39,2,2,0,2,person,shoe,not_contacting,0
39,3,3,0,1,person,closet,not_looking_at,0
39,3,3,1,0,closet,person,in_front_of,0
39,3,3,0,1,person,closet,not_contacting,0
39,3,3,0,2,person,shoe,looking_at,0
39,3,3,2,0,shoe,person,in_front_of,0
39,3,3,0,2,person,shoe,touching,0
40,0,0,0,1,person,sofa,sitting_on,17
40,0,0,1,0,sofa,person,beneath,17
40,0,0,0,1,person,sofa,not_looking_at,17
40,0,0,0,2,person,shoe,not_looking_at,17
40,0,0,2,0,shoe,person,on_the_side_of,17
40,0,0,0,2,person,shoe,not_contacting,17
40,0,0,0,3,person,floor,standing_on,17
40,0,0,3,0,floor,person,beneath,17
40,0,0,0,3,person,floor,looking_at,17
40,1,1,0,1,person,sofa,sitting_on,0
40,1,1,1,0,sofa,person,beneath,0
40,1,1,0,1,person,sofa,not_looking_at,0
40,1,1,0,2,person,shoe,looking_at,0
40,1,1,2,0,shoe,person,on_the_side_of,0
40,1,1,0,2,person,shoe,not_contacting,0
40,1,1,0,3,person,floor,standing_on,0
40,1,1,3,0,floor,person,beneath,0
40,1,1,0,3,person,floor,looking_at,0
40,2,2,0,1,person,sofa,not_contacting,0
40,2,2,1,0,sofa,person,hehind,0
40,2,2,0,1,person,sofa,not_looking_at,0
40,2,2,0,2,person,shoe,looking_at,0
40,2,2,2,0,shoe,person,in_front_of,0
40,2,2,0,2,person,shoe,touching,0
40,2,2,0,3,person,floor,standing_on,0
40,2,2,3,0,floor,person,beneath,0
40,2,2,0,3,person,floor,looking_at,0
40,3,3,0,1,person,sofa,sitting_on,0
40,3,3,1,0,sofa,person,hehind,0
40,3,3,0,1,person,sofa,not_looking_at,0
40,3,3,0,2,person,shoe,looking_at,0
40,3,3,2,0,shoe,person,in_front_of,0
40,3,3,0,2,person,shoe,holding,0
40,3,3,0,3,person,floor,standing_on,0
40,3,3,3,0,floor,person,beneath,0
40,3,3,0,3,person,floor,not_looking_at,0
40,4,4,0,1,person,sofa,sitting_on,0
40,4,4,1,0,sofa,person,hehind,0
40,4,4,0,1,person,sofa,not_looking_at,0
40,4,4,0,2,person,shoe,looking_at,0
40,4,4,2,0,shoe,person,in_front_of,0
40,4,4,0,2,person,shoe,holding,0
40,4,4,0,3,person,floor,standing_on,0
40,4,4,3,0,floor,person,beneath,0
40,4,4,0,3,person,floor,not_looking_at,0
41,0,0,0,1,person,medicine,looking_at,17
41,0,0,1,0,medicine,person,in_front_of,17
41,0,0,0,1,person,medicine,holding,17
41,0,0,0,2,person,stove,not_looking_at,17
41,0,0,2,0,stove,person,in_front_of,17
41,0,0,0,2,person,stove,not_contacting,17
41,0,0,0,3,person,food,not_looking_at,17
41,0,0,3,0,food,person,in_front_of,17
41,0,0,0,3,person,food,not_contacting,17
41,1,1,0,1,person,medicine,looking_at,17
41,1,1,1,0,medicine,person,in_front_of,17
41,1,1,0,1,person,medicine,holding,17
41,1,1,0,2,person,stove,not_looking_at,17
41,1,1,2,0,stove,person,in_front_of,17
41,1,1,0,2,person,stove,touching,17
41,1,1,0,3,person,food,not_looking_at,17
41,1,1,3,0,food,person,in_front_of,17
41,1,1,0,3,person,food,not_contacting,17
41,2,2,0,1,person,medicine,not_looking_at,16
41,2,2,1,0,medicine,person,in_front_of,16
41,2,2,0,1,person,medicine,not_contacting,16
41,2,2,0,2,person,stove,looking_at,16
41,2,2,2,0,stove,person,in_front_of,16
41,2,2,0,2,person,stove,touching,16
41,2,2,0,3,person,food,not_looking_at,16
41,2,2,3,0,food,person,in_front_of,16
41,2,2,0,3,person,food,not_contacting,16
41,3,3,0,1,person,medicine,not_looking_at,16
41,3,3,1,0,medicine,person,on_the_side_of,16
41,3,3,0,1,person,medicine,not_contacting,16
41,3,3,0,2,person,stove,looking_at,16
41,3,3,2,0,stove,person,in_front_of,16
41,3,3,0,2,person,stove,touching,16
41,3,3,0,3,person,food,looking_at,16
41,3,3,3,0,food,person,in_front_of,16
41,3,3,0,3,person,food,not_contacting,16
41,4,4,0,1,person,medicine,not_looking_at,16
41,4,4,1,0,medicine,person,on_the_side_of,16
41,4,4,0,1,person,medicine,not_contacting,16
41,4,4,0,2,person,stove,not_looking_at,16
41,4,4,2,0,stove,person,in_front_of,16
41,4,4,0,2,person,stove,touching,16
41,4,4,0,3,person,food,looking_at,16
41,4,4,3,0,food,person,in_front_of,16
41,4,4,0,3,person,food,holding,16
41,5,5,0,1,person,medicine,not_looking_at,16
41,5,5,1,0,medicine,person,on_the_side_of,16
41,5,5,0,1,person,medicine,not_contacting,16
41,5,5,0,2,person,stove,not_looking_at,16
41,5,5,2,0,stove,person,in_front_of,16
41,5,5,0,2,person,stove,not_contacting,16
41,5,5,0,3,person,food,looking_at,16
41,5,5,3,0,food,person,in_front_of,16
41,5,5,0,3,person,food,holding,16
42,0,0,0,1,person,table,not_looking_at,17
42,0,0,1,0,table,person,in_front_of,17
42,0,0,0,1,person,table,not_contacting,17
42,0,0,0,2,person,chair,not_looking_at,17
42,0,0,2,0,chair,person,beneath,17
42,0,0,0,2,person,chair,sitting_on,17
42,0,0,0,3,person,cup,not_looking_at,17
42,0,0,3,0,cup,person,in_front_of,17
42,0,0,0,3,person,cup,holding,17
42,1,1,0,1,person,table,not_looking_at,20
42,1,1,1,0,table,person,in_front_of,20
42,1,1,0,1,person,table,not_contacting,20
42,1,1,0,2,person,chair,not_looking_at,20
42,1,1,2,0,chair,person,beneath,20
42,1,1,0,2,person,chair,sitting_on,20
42,1,1,0,3,person,cup,looking_at,20
42,1,1,3,0,cup,person,in_front_of,20
42,1,1,0,3,person,cup,holding,20
42,2,2,0,1,person,table,not_looking_at,20
42,2,2,1,0,table,person,in_front_of,20
42,2,2,0,1,person,table,touching,20
42,2,2,0,2,person,chair,not_looking_at,20
42,2,2,2,0,chair,person,beneath,20
42,2,2,0,2,person,chair,not_contacting,20
42,2,2,0,3,person,cup,looking_at,20
42,2,2,3,0,cup,person,in_front_of,20
42,2,2,0,3,person,cup,holding,20
42,3,3,0,1,person,table,not_looking_at,20
42,3,3,1,0,table,person,in_front_of,20
42,3,3,0,1,person,table,touching,20
42,3,3,0,2,person,chair,not_looking_at,20
42,3,3,2,0,chair,person,beneath,20
42,3,3,0,2,person,chair,not_contacting,20
42,3,3,0,3,person,cup,looking_at,20
42,3,3,3,0,cup,person,in_front_of,20
42,3,3,0,3,person,cup,holding,20
42,4,4,0,1,person,table,not_looking_at,17
42,4,4,1,0,table,person,in_front_of,17
42,4,4,0,1,person,table,touching,17
42,4,4,0,2,person,notebook,looking_at,17
42,4,4,2,0,notebook,person,beneath,17
42,4,4,0,2,person,notebook,writing_on,17
42,4,4,0,3,person,cup,not_looking_at,17
42,4,4,3,0,cup,person,in_front_of,17
42,4,4,0,3,person,cup,not_contacting,17
42,5,5,0,1,person,table,not_looking_at,20
42,5,5,1,0,table,person,in_front_of,20
42,5,5,0,1,person,table,touching,20
42,5,5,0,2,person,notebook,not_looking_at,20
42,5,5,2,0,notebook,person,beneath,20
42,5,5,0,2,person,notebook,not_contacting,20
42,5,5,0,3,person,cup,looking_at,20
42,5,5,3,0,cup,person,in_front_of,20
42,5,5,0,3,person,cup,holding,20
43,0,0,0,1,person,cup,looking_at,20
43,0,0,1,0,cup,person,in_front_of,20
43,0,0,0,1,person,cup,not_contacting,20
43,1,1,0,1,person,cup,looking_at,20
43,1,1,1,0,cup,person,in_front_of,20
43,1,1,0,1,person,cup,not_contacting,20
43,2,2,0,1,person,cup,looking_at,20
